7856,0.128683500923216,0.69601766183041,0.0141115691512823,0
5029,0.837568374350667,0.180466047255322,0.830979781690985,0
5249,0.403883752645925,0.000506534241139889,0.600257256766781,0
7477,0.231890506576747,0.728818669682369,0.660539428470656,0
46,0.775148874148726,0.238530064001679,0.196260197320953,0
3350,0.68231872539036,0.193880190141499,0.000274382531642914,0
4474,0.792986119398847,0.868719079997391,0.527788568288088,0
7998,0.41382880997844,0.192818963434547,0.301427846774459,0
7471,0.454939291346818,0.205289129167795,0.64187002950348,0
5474,0.269218833185732,0.878529394045472,0.935602485667914,0
808,0.240897360956296,0.916807890869677,0.527917355298996,0
7927,0.369732174091041,0.692961614346132,0.561637739418074,3
11158,0.432127198167145,0.771725213737227,0.51851263444405,2
11978,0.37789909600579,0.22841919681059,0.309792423499239,6
4555,0.239480652147904,0.77513062604703,0.452291117981076,0
5114,0.511437946464866,0.860353040508926,0.258622442139313,0
866,0.32760516833514,0.718909536255524,0.271811776794493,0
6572,0.732066123979166,0.624447433045134,0.833793269237503,0
3124,0.790674450807273,0.757366795325652,0.546163121936843,0
4262,0.618526946986094,0.16792893060483,0.512595996959135,0
7819,0.483370163012296,0.233446676516905,0.85003807884641,0
9956,0.22882928699255,0.0160568270366639,0.777001204900444,0
8237,0.531096290796995,0.0579480002634227,0.536019816296175,0
9748,0.692184021463618,0.646522614872083,0.765984017867595,0
10362,0.674496239284053,0.339299409184605,0.643643849063665,0
10092,0.235394787974656,0.672716247150674,0.0694769064430147,0
11586,0.374250853739354,0.270597039382844,0.322581296760338,4
1127,0.32655530096963,0.832094761077315,0.0635632304474711,0
1662,0.19078278215602,0.484350231941789,0.589947211323306,0
7546,0.0762661304324865,0.692497464828193,0.966239008586854,0
8852,0.402207732899114,0.388187560718507,0.791650774655864,0
11801,0.373591186643509,0.240912607590426,0.308474865267519,6
8496,0.482785753207281,0.946414389880374,0.73904448049143,0
2251,0.755739689106122,0.481634459458292,0.76246563042514,0
8337,0.11690754070878,0.597409103764221,0.49551239865832,0
3614,0.61816681874916,0.975670425686985,0.22271379432641,0
8245,0.392981423996389,0.948621391085908,0.247119846753776,1
