4138,0.664125638548285,0.696061295224354,0.809327229624614,0.148591854143888,0.450821551028639,0
4741,0.415003160713241,0.484040415845811,0.180261665023863,0.0324041792191565,0.411689292173833,0
4318,0.557871969649568,0.873927231645212,0.38252750900574,0.545696801971644,0.0896863294765353,0
5314,0.538910230824258,0.397359506459907,0.775058210105635,0.255507776816376,1.04502050757874,3
5220,0.537731184433214,0.75604175333865,0.785371194337495,0.25653418963775,0.728079634881579,3
4913,0.565717759002,0.754062412539497,0.590162508282811,0.444261874025688,0.812684718915262,1
2131,0.992610609624535,0.231498468434438,0.786652531707659,0.381856949767098,0.630718882894143,0
2068,0.442232403205708,0.305484361480922,0.0920038090553135,0.0127085477579385,0.476438933517784,0
766,0.0366519081871957,0.726381690241396,0.119966546772048,0.675331381382421,0.0510193931404501,0
4764,0.794002559268847,0.858130056643859,0.580328550422564,0.742102707736194,0.427210746565834,0
3644,0.585948872612789,0.644289569929242,0.94603328499943,0.32359718112275,0.282152797328308,0
2109,0.585875975899398,0.388159113470465,0.9439246004913,0.580654585035518,0.149248759029433,0
3497,0.491720564197749,0.905826678965241,0.0758045080583543,0.782136352732778,0.564579821191728,0
3250,0.858618436381221,0.81895077531226,0.151887570507824,0.404175552073866,0.0411310633644462,0
5590,0.229512128708129,0.580589806740545,0.304130545838427,0.528481835981426,0.494380875648121,4
1757,0.426215933635831,0.304362457478419,0.390727538848296,0.33647124399431,0.479342665988952,0
898,0.911510450765491,0.798727390356362,0.72389193624258,0.586342346854508,0.687965795630589,0
3595,0.18643230269663,0.359750158386305,0.807921995176002,0.980030867503956,0.0920571910683066,0
1606,0.70944006787613,0.635399763006717,0.50778614054434,0.407765900250524,0.735462627373636,0
2046,0.581984985619783,0.144110020948574,0.688479761593044,0.1514803590253,0.296814385103062,0
1701,0.0381202860735357,0.306065583368763,0.185671084094793,0.0650225800927728,0.619050286943093,0
1289,0.947044858243316,0.509956640191376,0.666710465447977,0.750745489960536,0.985046011162922,0
3632,0.0634627293329686,0.101836827816442,0.174669087864459,0.167288675671443,0.540433870162815,0
5415,0.238218246505331,0.581417993209036,0.310544600364978,0.527416038368786,0.481363035257686,4
