3365,0.251799680059776,0.4450780285988,0.0025778878480196,0.967246967833489,0.15459371288307,0.186978410696611,0
4028,0.00934805790893734,0.026048902887851,0.197403204161674,0.00649208435788751,0.544639735249802,0.40898624388501,0
233,0.744487865595147,0.0904822836164385,0.609440212137997,0.70969372917898,0.771471386542544,0.568022991064936,0
3169,0.0217368833255023,0.199254426872358,0.989633395103738,0.700564863858745,0.9933589277789,0.909733515232801,0
2005,0.152716687181965,0.741627322742715,0.645109942182899,0.125587553717196,0.865259946091101,0.14702575141564,0
2328,0.256776083027944,0.640113138826564,0.195272601442412,0.48976437211968,0.268420793348923,0.4692440724466,0
343,0.0154004690703005,0.53515308117494,0.129096688237041,0.860143096651882,0.539925466990098,0.315768112195656,0
4214,0.483612168114632,0.425419070525095,0.358332173200324,0.783932268153876,0.195948990760371,0.160088883480057,0
1600,0.35161682870239,0.309935181634501,0.177172202151269,0.551644719205797,0.0085993988905102,0.470807754900306,0
5281,0.645261005018838,0.370041626831517,0.612689489056356,0.493541744421236,0.500185730541125,0.54268881988246,3
5803,0.443109228033678,0.190794042114068,0.29104781440992,0.207283339462364,0.286943568659479,0.463353095411704,6
2167,0.402474413625896,0.182338063139468,0.142960759811103,0.617947886232287,0.123876723228022,0.0492163051385432,0
5248,0.649135302102659,0.10721594162751,0.675571764144115,0.21562152961269,0.686425456684083,0.163085499149747,3
5522,0.440184832643203,0.22011948180826,0.303908641734397,0.211227287860971,0.283484444851379,0.463740035054195,4
5585,0.429999513279618,0.220208752212041,0.284947724023966,0.20524089773185,0.284716340140738,0.457404135367162,4
548,0.670178727246821,0.468604065012187,0.418078455142677,0.600508181611076,0.317323071183637,0.869037073804066,0
5717,0.434768231726436,0.256286673511164,0.286279491378935,0.212164345694392,0.289199579027219,0.461031805000629,5
1378,0.701272305101156,0.408779670484364,0.903953704284504,0.924111356493086,0.919548789039254,0.62802434200421,0
675,0.186295866733417,0.567041906528175,0.668045507278293,0.867580966092646,0.271172681823373,0.310843825573102,0
349,0.488813163945451,0.884193586651236,0.465077368775383,0.195382557110861,0.830443524522707,0.0542988039087504,0
