"1",0.47,1.0,0.27,0.81,0.57,0.37,0.26,0.0,0.0,0.23,0.56,0.53,1.0,0.9,0.4,0.98,8
"2",0.0,0.89,0.27,1.0,0.42,0.75,0.29,0.45,0.15,0.15,0.37,0.0,0.69,0.02,1.0,0.06,2
"3",0.0,0.57,0.31,0.68,0.72,0.9,1.0,1.0,0.76,0.75,0.5,0.51,0.28,0.25,0.16,0.0,1
"4",0.0,1.0,0.07,0.92,0.05,0.68,0.19,0.45,0.86,0.34,1.0,0.45,0.74,0.23,0.67,0.0,4
"5",0.0,0.67,0.49,0.83,1.0,1.0,0.81,0.8,0.6,0.6,0.4,0.4,0.33,0.2,0.47,0.0,1
"6",1.0,1.0,0.88,0.99,0.49,0.74,0.17,0.47,0.0,0.16,0.37,0.0,0.73,0.16,0.2,0.2,6
"7",0.0,1.0,0.03,0.72,0.26,0.35,0.85,0.35,1.0,0.71,0.73,0.97,0.65,0.49,0.66,0.0,4
"8",0.0,0.39,0.02,0.62,0.11,0.05,0.63,0.0,1.0,0.43,0.89,0.99,0.36,1.0,0.0,0.57,0
"9",0.13,0.89,0.12,0.5,0.72,0.38,0.56,0.0,0.04,0.17,0.0,0.61,0.32,0.94,1.0,1.0,5
"10",0.57,1.0,0.22,0.72,0.0,0.31,0.25,0.0,0.75,0.13,1.0,0.5,0.75,0.87,0.26,0.85,0
"11",0.74,0.87,0.31,1.0,0.0,0.69,0.62,0.64,1.0,0.79,1.0,0.38,0.84,0.0,0.18,0.01,9
"12",0.48,0.96,0.62,0.65,0.88,0.27,0.21,0.0,0.21,0.33,0.79,0.67,1.0,1.0,0.0,0.85,8
"13",1.0,1.0,0.72,0.99,0.36,0.78,0.34,0.54,0.79,0.47,0.64,0.13,0.19,0.0,0.0,0.02,5
"14",0.91,0.74,0.54,1.0,0.0,0.87,0.23,0.59,0.81,0.67,1.0,0.39,0.79,0.04,0.21,0.0,9
"15",0.0,0.85,0.38,1.0,0.81,0.88,0.87,0.5,0.84,0.12,0.58,0.0,0.53,0.22,1.0,0.24,7
"16",0.35,0.76,0.57,1.0,1.0,0.92,0.68,0.66,0.81,0.38,0.82,0.09,0.32,0.0,0.0,0.17,3
"17",0.5,0.84,0.66,1.0,0.75,0.75,0.51,0.51,1.0,0.42,0.97,0.13,0.49,0.0,0.0,0.07,3
"18",0.99,0.8,0.63,1.0,0.25,0.76,0.79,0.68,1.0,0.62,0.97,0.23,0.54,0.0,0.0,0.16,9
"19",0.24,0.66,0.43,1.0,0.59,0.65,0.34,0.28,0.0,0.01,0.16,0.11,0.58,0.0,1.0,0.01,2
"20",0.0,0.73,0.19,0.99,0.72,1.0,0.7,0.73,0.32,0.48,0.05,0.18,0.46,0.0,1.0,0.0,2
"21",0.12,0.77,0.2,0.62,0.78,0.4,0.5,0.0,0.01,0.17,0.0,0.64,0.23,0.98,1.0,1.0,5
"22",0.0,0.46,0.49,0.64,0.78,0.87,1.0,1.0,0.91,0.75,0.85,0.49,0.75,0.24,0.89,0.0,1
"23",0.1,0.86,0.34,0.66,0.68,0.34,0.34,0.0,0.04,0.26,0.0,0.69,0.34,0.95,1.0,1.0,5
"24",0.73,0.62,0.53,1.0,0.0,0.72,0.82,0.39,1.0,0.0,0.15,0.14,0.52,0.57,0.9,0.94,8
"25",0.54,1.0,0.34,0.75,0.06,0.43,0.0,0.11,0.7,0.0,1.0,0.28,0.44,0.46,0.36,0.21,6
"26",0.11,1.0,0.0,0.69,0.15,0.43,0.87,0.47,1.0,0.65,0.74,0.67,0.71,0.33,0.66,0.0,4
"27",0.36,0.92,0.07,0.83,0.0,0.37,0.26,0.0,0.77,0.06,1.0,0.46,0.84,0.89,0.36,1.0,0
"28",0.46,1.0,0.1,0.83,0.34,0.64,1.0,0.77,0.71,0.82,0.49,0.54,0.22,0.27,0.0,0.0,4
"29",0.61,0.59,0.58,1.0,0.0,0.84,0.44,0.42,0.8,0.0,0.08,0.05,0.33,0.44,1.0,0.7,8
"30",1.0,0.84,0.31,1.0,0.0,0.88,0.08,0.7,0.15,0.53,0.15,0.35,0.0,0.17,0.0,0.0,1
"31",0.32,0.59,0.53,1.0,1.0,0.95,0.79,0.46,0.48,0.0,0.93,0.19,0.58,0.55,0.0,0.63,8
"32",0.4,0.99,0.51,0.66,0.79,0.26,0.39,0.0,0.0,0.27,0.08,0.77,0.46,1.0,1.0,0.94,5
"33",0.0,0.98,0.36,1.0,0.8,0.85,0.68,0.42,0.56,0.0,0.25,0.23,0.5,0.37,1.0,0.32,7
"34",0.27,0.76,0.01,0.42,0.16,0.0,0.7,0.03,1.0,0.4,0.92,0.84,0.44,1.0,0.0,0.73,0
"35",0.0,0.0,0.31,0.15,0.63,0.3,0.88,0.52,1.0,0.79,0.82,1.0,0.56,0.82,0.79,0.64,9
"36",0.3,0.86,0.67,1.0,0.77,0.77,0.53,0.5,0.78,0.4,1.0,0.17,0.56,0.0,0.0,0.05,3
"37",0.29,0.91,0.14,0.57,0.66,0.39,0.3,0.0,0.0,0.19,0.03,0.72,0.39,0.97,1.0,1.0,5
"38",0.77,0.97,0.4,1.0,0.0,0.59,0.09,0.29,0.84,0.33,1.0,0.64,0.77,0.44,0.48,0.0,4
"39",0.64,0.93,0.0,0.67,0.97,0.67,0.89,1.0,0.14,0.7,1.0,0.68,0.96,0.36,0.28,0.0,9
"40",0.09,0.93,0.53,1.0,0.89,0.8,0.57,0.52,0.17,0.3,0.0,0.05,0.5,0.02,1.0,0.0,2
"41",0.0,0.93,0.62,1.0,1.0,0.78,0.69,0.43,0.5,0.05,0.35,0.0,0.15,0.35,0.86,0.37,7
"42",0.3,0.87,0.16,0.55,0.68,0.41,0.52,0.0,0.0,0.16,0.15,0.63,0.41,1.0,1.0,0.98,5
"43",0.6,1.0,0.2,0.76,0.0,0.39,0.1,0.01,0.69,0.0,1.0,0.33,0.56,0.4,0.15,0.1,6
"44",0.0,0.83,0.29,1.0,0.88,0.95,0.64,0.69,0.73,0.43,1.0,0.13,0.5,0.01,0.1,0.0,3
"45",0.05,0.9,0.46,0.98,0.89,1.0,1.0,0.81,0.77,0.59,0.62,0.34,0.37,0.14,0.0,0.0,3
"46",1.0,0.99,0.67,1.0,0.24,0.68,0.0,0.32,0.27,0.0,0.99,0.08,0.77,0.4,0.09,0.55,6
"47",0.47,0.86,0.73,1.0,0.89,0.75,0.68,0.49,1.0,0.28,0.82,0.04,0.38,0.0,0.0,0.13,3
"48",0.29,0.72,0.45,1.0,0.78,0.78,0.6,0.41,0.25,0.12,0.0,0.04,0.5,0.06,1.0,0.0,2
"49",0.01,0.88,0.0,0.54,0.59,0.31,0.36,0.0,0.11,0.28,0.04,0.68,0.28,0.97,1.0,1.0,5
"50",0.63,1.0,0.4,0.73,0.7,0.63,1.0,0.77,0.79,0.74,0.55,0.48,0.29,0.23,0.0,0.0,4
"51",0.11,0.92,0.56,1.0,0.83,0.82,0.52,0.59,0.87,0.39,1.0,0.14,0.55,0.0,0.0,0.0,3
"52",0.51,0.76,0.68,0.91,1.0,1.0,0.83,0.8,0.59,0.6,0.34,0.4,0.1,0.2,0.0,0.0,1
"53",0.56,0.99,0.18,0.72,0.0,0.24,0.36,0.0,0.85,0.23,1.0,0.69,0.58,1.0,0.19,0.74,0
"54",0.0,0.75,0.47,0.87,1.0,1.0,0.91,0.8,0.72,0.6,0.53,0.4,0.35,0.2,0.19,0.0,1
"55",0.17,1.0,0.0,0.74,0.06,0.36,0.77,0.37,1.0,0.63,0.73,0.95,0.71,0.47,0.75,0.0,4
"56",0.41,0.96,0.17,0.76,0.5,0.37,0.31,0.0,0.0,0.34,0.01,0.86,0.49,0.98,1.0,1.0,5
"57",0.2,0.82,0.62,1.0,1.0,0.81,0.68,0.54,0.82,0.5,0.89,0.19,0.42,0.0,0.0,0.13,3
"58",0.12,0.78,0.4,1.0,0.74,0.77,0.52,0.41,0.13,0.14,0.0,0.17,0.5,0.08,1.0,0.0,2
"59",0.18,0.73,0.0,0.73,0.1,0.24,0.54,0.0,1.0,0.22,0.95,0.71,0.52,1.0,0.05,0.84,0
"60",0.97,1.0,0.41,0.9,0.04,0.58,0.0,0.22,0.52,0.0,1.0,0.22,0.49,0.38,0.08,0.13,6
"61",0.57,0.63,1.0,1.0,0.0,0.91,0.36,0.53,0.95,0.16,0.02,0.0,0.05,0.36,0.91,0.67,8
"62",0.3,0.81,0.87,1.0,1.0,0.98,0.37,0.86,0.46,0.54,0.99,0.32,0.59,0.02,0.0,0.0,5
"63",0.12,0.61,0.0,0.2,0.44,0.0,0.92,0.23,1.0,0.64,0.7,1.0,0.15,0.92,0.0,0.52,0
"64",0.0,0.84,0.5,1.0,0.72,0.79,0.37,0.52,0.51,0.41,1.0,0.27,0.62,0.03,0.03,0.0,3
"65",0.0,1.0,0.61,1.0,1.0,0.93,0.63,0.64,0.36,0.33,0.14,0.0,0.09,0.29,0.47,0.42,7
"66",1.0,0.79,0.67,1.0,0.26,0.76,0.41,0.38,0.47,0.0,0.0,0.08,0.38,0.38,0.96,0.58,8
"67",0.37,0.91,0.84,1.0,1.0,0.96,0.52,0.87,0.32,0.57,0.74,0.38,0.41,0.01,0.0,0.0,5
"68",1.0,1.0,0.58,0.83,0.31,0.55,0.17,0.24,0.43,0.0,0.8,0.19,0.5,0.43,0.0,0.39,6
"69",0.94,0.79,0.4,1.0,0.13,0.65,0.59,0.3,0.67,0.0,0.0,0.17,0.45,0.52,1.0,0.83,8
"70",0.0,0.82,0.75,0.56,1.0,0.12,0.22,0.0,0.22,0.41,0.92,0.73,0.84,1.0,0.02,0.8,8
"71",0.8,1.0,0.36,1.0,0.58,0.8,0.65,0.82,0.82,0.47,1.0,0.14,0.53,0.0,0.0,0.07,9
"72",0.35,0.76,0.0,0.42,0.11,0.0,0.65,0.05,1.0,0.41,0.97,0.85,0.49,1.0,0.09,0.69,0
"73",0.34,1.0,0.21,0.76,0.0,0.35,0.43,0.3,0.91,0.29,1.0,0.41,0.74,0.46,0.67,0.0,4
"74",0.0,0.75,0.31,0.72,0.67,0.84,1.0,1.0,0.94,0.82,0.8,0.54,0.68,0.27,0.56,0.0,1
"75",0.9,0.71,1.0,1.0,0.25,0.85,0.1,0.5,0.8,0.62,0.99,0.53,0.64,0.17,0.0,0.0,9
"76",0.0,0.97,0.42,1.0,0.67,0.71,0.53,0.35,0.34,0.0,0.16,0.23,0.4,0.42,1.0,0.42,7
"77",0.38,0.94,0.04,0.63,0.0,0.2,0.41,0.0,0.84,0.19,1.0,0.6,0.77,0.98,0.32,1.0,0
